Wood No	x	y	z	Site Code	Area Code	Grid E	Grid N	Same as	Context	Layer etc	Context notes	Sampled for ID	Ring Count	Taxa	Taxa notes	Growing in situ?	Wood type	Notes on wood type	Coppicing evidence	Coppicing notes	Tool marks	Tool marks on ends	Tool marks on other faces	Tool marks notes	Bark alone?	Damage	Damage notes	Bark / Sapwood / Heartwood	Preservation Code	Woodworking evidence	Woodwork type	Woodchip	WC Type	Woodworking notes	Split	Hewn	Trimmed	Beavered	Hole	Snapped	Torn	Split type	Charred	Lightly	Charring notes	Wear evidence	Wear notes	Function?	FunctionDesc	FunctionAssign	Function notes	Length (mm)	Max breadth	Min breadth	Max thickness	Min thickness	Diameter distorted	Long axis	Short axis	Dia (not distorted)	Original dia	Nature of association	Associated wood	Associated items	Entered by	Date entered
115997	502795.3467	481003.3283	23.5522	SC15	TR34	ZW	20		312		Clark - Bone Bed - 11/06/15	N				N	RW		Y	Lifting notes = yes	N				N	None		BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				1020					Y	20	13						MB	300916
115999	502795.5884	481003.7595	23.5329	SC15	TR34	ZW	20		312		Clark - Bone Bed - 10/06/15	N				N	DEB		N		N				N	None		SH	3	Y	SP	1	OffRW	tan outer	1	0	0	0	0	0	0		N			N		N				80	22		6		N								MB	300916
116000	502794.8395	481004.149	23.5499	SC15	TR34	ZW	20		312		Clark - Bone Bed - 10/06/15	N				N	RW		N		N				N	None		BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				115					Y	40	32						MB	300916
116028	502795.6618	480997.6916	23.2995	SC15	TR34	ZU	13		317		Clark	Y				N	DEB		N		N				N	None		H	4	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				365	53		8		N								MB	110615
116051	502789.4638	480998.775	23.5506	SC15	TR34	ZQ	16		312		Clark - 10/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	3	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				75	28		5		N								MB	041016
116052	502789.6415	480998.2268	23.5184	SC15	TR34	ZQ	16		312		Clark - 10/06/15	N				N	DEB		N		N				N	Modern	ends degraded	SH	4	Y	SP	1	Tan	outer	1	0	0	0	0	0	0		N			N		N				86	33		7		N								MB	041016
116053	502797.1808	480997.8413	23.4397	SC15	TR34	ZW	13		312		Clark	Y - A		Alnus spp.	SA	N	ART		N		N				N	Ancient & Modern	south end broken, possibly in antiquity. Dried	H	3	Y	SP HE	0		Tangential dowel. Pointed at one end	1	1	0	0	0	0	0	Rad / Tan	N			AL	AL = No use wear seen	Y	Dowel	Digging Stick	Broken tangential dowel. Pointed at one end. Fragment of digging stick?	400	25		16		N								MB	100615
116054	502829.8308	480995.0257	23.3096	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	Y				N	TIM - TREE	Prox = N / Dist = S. 1 x side branch, diameter c.25mm	N		N				N	Modern	S end extends into baulk, N end degraded	SH	2	Y	SP	0		Distal end is a radial 1/4 split, fading out. Proximal end is in the round	1	0	0	0	0	0	0	Rad 1/4 and in the round	N			N		N				1775					Y	143	75						MB	110615
116055	502828.2151	480995.5849	23.3199	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	N				N	DEB		N		N				N	None		H	2	Y?	SP?	0			1	0	0	0	0	0	0	U/K	N			N		N				300	68		12		N								MB	110615
116056	502796.5476	480998.3258	23.3954	SC15	TR34	ZW	15		312		Clark - 10/06/15	N				N	RW	brushwood	N		N				N	Modern	ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				512					Y	16	10						MB	061016
116057	502830.1578	480994.7675	23.3687	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	Y				N	DEB		N		N				N	Modern	Ends degraded	H	2	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				265	98		15		N								MB	110615
116058	502830.0636	480994.9491	23.2912	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	Y				N	DEB		N		N				N	Modern	Ends degraded	H	2	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				490	68		17		N								MB	110615
116059	502830.8316	480994.9864	23.3417	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	Y				N	RW		N		N				N	Modern	N end broken, S end extends into baulk	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				485					Y	26	22						MB	110615
116060	502831.2924	480994.8327	23.3786	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	N				N	DEB		N		N				N	Modern	N end degraded, S end extends into baulk	H	1	Y?	SP?	0			1	0	0	0	0	0	0	U/K	N			N		N				290	105		15		N								MB	110615
116061	502828.8885	480994.7818	23.3181	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	Y				N	TIM - TREE		N		N				N	Modern	N end degraded, S end extends into baulk	SH	2	N		0			0	0	0	0	0	0	0		N			N		N				895					Y	165	63						MB	110615
116062	502828.6637	480994.7966	23.3432	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	Y				N	TIM		N		N				N	None		SH	3	Y	SP	0		Split face up	1	0	0	0	0	0	0	Tan outer	N			N		N				690	85		14		N								MB	110615
116063	502828.7818	480994.5941	23.3176	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	Y				N	TIM		N		N				N	Modern	N end degraded, S end extends into baulk	SH	3	Y	SP	0		Split face down	1	0	0	0	0	0	0	Tan outer	N			N		N				620	106		25		N								MB	110615
116064	502828.3708	480994.7743	23.2322	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	Y				N	RW		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				700					Y	32	26						MB	110615
116065	502828.1958	480994.6848	23.3045	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	Y				N	RW		N		N				N	Modern	S end extends into baulk	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				735					Y	25	16						MB	110615
116066	502828.5687	480994.934	23.3235	SC15	TR34	120			312	2	Platform Central - Middle - Plan 120	N				N	DEB		N		N				N	Modern	Ends degraded	H	2	Y?	SP?	0			1	0	0	0	0	0	0	U/K	N			N		N				175	63		13		N								MB	110615
116067	502828.4603	480995.0701	23.3239	SC15	TR34	125			312		Platform Central	N				N	ROOT		N		N				N	Modern	ends degraded	SH	2	N		0			0	0	0	0	0	0	0		N			N		N				-					-	-	-						MB	110615
116068	502828.2605	480995.8845	23.3044	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	Y				N	RW		N		N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				640					Y	58	21						MB	110615
116069	502828.0798	480995.8176	23.3049	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	Y				N	TIM		N		N				N	Modern	ends degraded	SH	3	Y	SP	0		Split face up	1	0	0	0	0	0	0	Tan outer	N			N		N				530	42		16		N								MB	110615
116070	502827.8484	480995.9124	23.3044	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	N				N	DEB		N		N				N	None		H	3	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				150	28		4		N								MB	110615
116071	502789.9458	480998.6425	23.5766	SC15	TR34	ZQ	16		312		Clark - 10/06/15	N				N	RW		Y	Lifting notes = yes	N				N	Modern	ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				322					Y	21	8						MB	041016
116073	502827.7038	480995.992	23.3156	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	N				N	RW		N		N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				615					Y	32	21						MB	110615
116074	502827.6617	480996.1794	23.3183	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	N				N	RW	brushwood	N		N				N	Modern	ends degraded	SH	2	N		0			0	0	0	0	0	0	0		Y	Heavily	one end	N		N				420					Y	45	30						MB	110615
116075	502828.1251	480996.3899	23.368	SC15	TR34	120			312	2	Platform Central - Middle - No polygon	N				N	DEB		N		N				N	Modern	ends degraded	H	1	Y?	SP?	0			1	0	0	0	0	0	0	U/K	N			N		N				270	65		20		N								MB	110615
116076	502794.9164	480998.4366	23.4443	SC15	TR34	ZU	15		312		Clark - 11/06/15	N				N	DEB		N		N				N	Modern	ends degraded	BSH	3	Y	SP	1	Slab		1	0	0	0	0	0	0		N			N		N				79	26		7		N								MB	041016
116077	502797.1436	480995.1282	23.2406	SC15	TR34	ZW	12		317		Clark - NW - SE just to SW of main bulk of Clark Extension	Y				N	TIM		N		N				N	Modern	ends degraded	H	4	Y	SP	0		Split fades out at both ends	1	0	0	0	0	0	0	Tan	N			N		N				1325	89		19		N								MB	110615
116078	502794.9839	480998.7996	23.4617	SC15	TR34	ZV	15		312		Clark - 11/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Rad 1/4 (mod)	N			N		N				203	93		35		N				>160				MB	300916
116079	502795.0881	480998.0908	23.4838	SC15	TR34	ZU	15		312		Clark - 11/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				92					Y	23	14						MB	041016
116080	502795.7155	480998.7784	23.3934	SC15	TR34	ZU	15		317		Clark	N				N	TIM		N		N				N	Modern		H	4	Y	SP	0			1	0	0	0	0	0	0	Rad	Y	Moderate	One end / underside	N		N				615	101		9		N								MB	110615
116081	502795.1163	480998.3609	23.4697	SC15	TR34	ZV	15		312		Clark - 11/06/15	N				N	RWDEB		N		N				N	Modern	ends degraded	SH	3	Y	SP	0			1	0	0	0	0	0	0	Rad 1/3	Y	Moderate	Outer face	N		N				129	48		15		N				60				MB	041016
116083	502795.0477	480998.4738	23.4166	SC15	TR34	ZV	15		312		Clark - 11/06/15	N				N	RWDEB		N		N				N	Modern	ends degraded	SH	4	Y	SP	0		split fades out at one end	1	0	0	0	0	0	0	Rad 1/2	N			N		N				104	29		11		N				29				MB	041016
116084	502790.5676	481000.0183	23.4637	SC15	TR34	ZS	17		312		Clark	Y - A		Salix spp.	SA	N	ART		N		N				N	Modern	One end broken	SH	4	Y	TR	0		Possible notches at one end. Could be root action but retained just in case	0	0	1	0	0	0	0		N			N		Y	Utilised Roundwood	Ad-hoc tool	Possibly notched RW	83					Y	9	7						MB	110615
116085	502795.1994	480998.4458	23.4638	SC15	TR34	ZV	15		312		Clark - 11/06/15	N				N	RW		Y	Lifting notes = yes	N				N	Modern	ends degraded	SH	4	Y	BE	0		1 end / beavered	0	0	0	1	0	0	0		N			N		N				201					Y	30	15						MB	041016
116086	502796.8376	480997.6862	23.3796	SC15	TR34	ZW	14		312		Clark - 10/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	4	Y	SP	0		Parallel sided	1	0	0	0	0	0	0	Rad	N			N		N				180	29		5		N								MB	041016
116087	502796.0539	480999.2254	23.4322	SC15	TR34	ZV	15		312		Clark - 10/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	4	Y	SP	0		Parallel sided	1	0	0	0	0	0	0	Rad	N			N		Y	Groove and split?			215	16		8		N								MB	061016
116088	502796.2903	480998.8993	23.4012	SC15	TR34	ZW	15		312		Clark - 10/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	2	N		0			0	0	0	0	0	0	0		N			N		N				143	37		7		N								MB	041016
116089	502796.6232	480998.92	23.418	SC15	TR34	ZW	15		312		Clark - 10/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				82					Y	12	8						MB	061016
116090	502796.6543	480998.7849	23.3886	SC15	TR34	ZW	15		312		Clark - P124	Y				N	TIM		N		N				N	Modern	E end truncated by clark	SH	4	Y	SP	0		Split face down. Split fades out at one end	1	0	0	0	0	0	0	Tan outer	N			N		N				820	90		25		N								MB	100615
116091	502796.8439	480998.7718	23.3888	SC15	TR34	ZW	15		312		Clark - P124	Y				N	RW		Y	Straight and even, no SB's, central pith	N				N	Modern	ends degraded	SH	4	N		0			0	0	0	0	0	0	0		Y	Lightly	Upper face	N		N				505					Y	39	22						MB	100615
116092	502794.2495	480998.3994	23.4593	SC15	TR34	ZU	15		312		Clark - 10/06/15	N				N	RW		Y	Lifting notes = yes	N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				313					Y	18	5						MB	061016
116093	502794.0495	480997.9226	23.5116	SC15	TR34	ZU	15		312		Clark - 10/06/15	N				N	RW		Y	Straight and even, central pith, no SB's	N				N	Modern	ends degraded	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				332	29		17		N								MB	041016
116094	502794.2539	480998.0219	23.526	SC15	TR34	ZU	14 / 15		312		Clark - 10/06/15	N				N	RW		Y	Lifting notes = yes	N				N	Modern	ends degraded	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				373					Y	21	15						MB	041016
116095	502796.315	480997.1729	23.2978	SC15	TR34	ZW	13		312		Clark - 10/06/15	N				N	TIMDEB		N		N				N	Modern	ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				670	15		6		N								MB	041016
116096	502797.2613	480997.0351	23.2773	SC15	TR34	ZW	13		312		Clark - 10/06/15	N				N	RW		N		N				N	Modern	ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				80					Y	32	15						MB	041016
116097	502789.4455	480998.4296	23.5263	SC15	TR34	ZQ	16		312		Clark - 10/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				232					Y	25	15						MB	041016
116098	502789.6409	480998.962	23.5594	SC15	TR34	ZP	16		312		Clark - 10/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				298					Y	18	12						MB	061016
116099	502790.3088	480998.892	23.583	SC15	TR34	ZQ	16		312		Clark - 10/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				163					Y	23	16						MB	041016
116100	502792.6844	480999.1606	23.4351	SC15	TR34	ZS	16		312		Clark - 10/06/15	N				N	RWDEB		N		N				N	Modern	ends degraded	SH	2	Y	SP	0			1	0	0	0	0	0	0	Rad 1/2	N			N		N				55	25		7		N								MB	041016
116283	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	RWDEB		N		N				N	Modern	ends degraded	SH	3	Y	SP	0			1	0	0	0	0	0	0	Rad 1/2	N			N		N				79	25		14		N				25				MB	031016
116284	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	DEB		N		N				N	Modern	ends degraded	H	4	Y	SP	0			1	0	0	0	0	0	0	Rad	N			N		Y	Woodworking debris?			85	19		6		N								MB	031016
116285	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	RWDEB		N		N				N	Modern	ends degraded	SH	4	Y	SP	0			1	0	0	0	0	0	0	Rad 1/2	N			N		N				118	15		6		N				15				MB	031016
116286	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	DEB		N		N				N	Modern	ends degraded	SH	3	Y	SP	0			1	0	0	0	0	0	0	Tan outer	N			N		N				105	42		13		N								MB	031016
116287	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	RWDEB		N		N				N	Modern	ends degraded	SH	4	Y	SP	0			1	0	0	0	0	0	0	Rad 1/2	N			N		N				134	40		15		N				40				MB	031016
116288	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	DEB		N		N				N	Modern	ends degraded	H	3	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				72	28		7		N								MB	031016
116289	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	RWDEB		N		N				N	Modern	ends degraded	SH	3	Y	SP	0			1	0	0	0	0	0	0	Rad 1/2	N			N		N				165	32		16		N				32				MB	031016
116290	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	RWDEB		N		N				N	Modern	ends degraded	SH	4	Y	SP	0			1	0	0	0	0	0	0	Rad 1/2	N			N		N				62	14		6		N				14				MB	031016
116291	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	RW		N		N				N	Modern	ends degraded	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				105					Y	22	12						MB	031016
116292	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	DEB		N		N				N	Modern	ends degraded	H	4	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				49	24		7		N								MB	031016
116293	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	RWDEB		N		N				N	Modern	ends degraded	SH	4	Y	SP	0			1	0	0	0	0	0	0	Rad 1/2	N			N		N				56	16		5		N								MB	031016
116294	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	DEB		N		N				N	Modern	ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		Y	Woodworking debris?			146	17		6		N								MB	031016
116296	#N/A	#N/A	#N/A	SC15	TR34	P126			317		Clark - P126	N				N	DEB		N		N				N	Modern	ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Rad	N			N		Y	Woodworking debris?			216	34		12		N				>68				MB	031016
116297	#N/A	#N/A	#N/A	SC15	TR34	P126			312		Clark - P126	N				N	DEB		N		N				N	Modern	ends degraded	SH	3	Y	SP	0			1	0	0	0	0	0	0	Tan outer	N			N		N				182	65		20		N								MB	031016
116298	#N/A	#N/A	#N/A	SC15	TR34	P126			317		Clark - P126	N				N	DEB		N		N				N	Modern	ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Rad	N			N		N				60	27		8		N				>54				MB	031016
116299	#N/A	#N/A	#N/A	SC15	TR34	P126			317		Clark - P126	N				N	DEB		N		N				N	Modern	ends degraded	H	4	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		Y	Woodworking debris?			114	28		16		N								MB	031016
116501	502795.2188	481003.5559	23.5219	SC15	TR34	ZW	20		312		Clark - Bone Bed - 11/06/15	N				N	RW		Y	Lifting notes = yes	N				N	Modern	ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				500					Y	27	20						MB	300916
116502	502795.2334	481003.5058	23.5202	SC15	TR34	ZW	20		312		Clark - Bone Bed - 11/06/15	N				N	RW		Y	Lifting notes = yes	N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				490					Y	19	10						MB	300916
116503	502795.2641	481003.3455	23.5047	SC15	TR34	ZW	20		312		Clark - Bone Bed - 11/06/15	N				N	RW		Y	Lifting notes = yes	N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				790					Y	19	9						MB	300916
116504	502795.7211	481003.4624	23.5096	SC15	TR34	ZW	20		312		Clark - Bone Bed - 11/06/15	N				N	RW		N		N				N	Ancient & Modern	one end degraded, one end ancient break	SH	4	Y	SN	0		on end ancient break	0	0	0	0	0	1	0		N			N		N				145	20		4		N								MB	300916
116505	502795.4183	481002.9832	23.5293	SC15	TR34	ZW	20		312		Clark - Bone Bed - 11/06/15	N				N	RW		Y	Straight and even, central pith, no SB's	N				N	None		SH	4	N		0			0	0	0	0	0	0	0		N			N		N				111					Y	32	23						MB	300916
116506	502794.7633	481004.4893	23.5597	SC15	TR34	ZW	21		312		Clark - Bone Bed - 11/06/15	N				N	RW		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				210					Y	27	16						MB	300916
116507	502795.9176	481003.3535	23.4769	SC15	TR34	ZW	20		312		Clark - Bone Bed - 11/06/15	N				N	DEB		N		N				N	Modern	ends degraded	SH	4	Y	SP GS	0		Inside of split follows rings. Chamfer on both edges, aligned with rays	1	0	0	0	0	0	0	Tan outer	N			N		N				162	63		21		N								MB	300916
116508	502795.9178	481003.0132	23.5029	SC15	TR34	ZW	20		312		Clark - Bone Bed - 11/06/15	N				N	DEB		N		N				N	None		H	3	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				85	26		11		N								MB	300916
116509	502796.0034	481002.7705	23.4805	SC15	TR34	ZW	19		312		Clark - Bone Bed - 11/06/15	N				N	RWDEB		N		N				N	None		SH	4	Y	SP BE	0		1 x SB D: c.15mm clearly beavered	1	0	0	1	0	0	0	Rad 1/2	N			N		N				195	26		13		N				26				MB	300916
116510	502795.8509	481002.6923	23.4862	SC15	TR34	ZW	19		312		Clark - Bone Bed - 11/06/15	N				N	RW		N		N				N	None		SH	4	N		0			0	0	0	0	0	0	0		N			N		N				680					Y	65	42						MB	300916
116511	502795.616	481002.58	23.4953	SC15	TR34	ZW	19		312		Clark - Bone Bed - 11/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				114					Y	32	11						MB	300916
116512	502795.6003	481002.7413	23.5123	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	DEB		N		N				N	None		SH	3	Y	SP	1	OffRW	tan	1	0	0	0	0	0	0		N			N		N				96	16		5		N								MB	300916
116513	502795.46	481002.7494	23.5099	SC15	TR34	ZW	20		312		Clark - Bone Bed - 11/06/15	N				N	RW		Y	Lifting notes = yes	N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				330					Y	16	9						MB	300916
116514	502796.0509	481001.9672	23.424	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		Y	Woodworking debris?			105	30		11		N								MB	031016
116515	502795.9871	481001.8231	23.4409	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	RW		Y	Lifting notes = yes	N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				390					Y	35	25						MB	031016
116516	502795.9333	481002.1317	23.4767	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	U/K	N			N		N				143	52		8		N								MB	031016
116518	502795.711	481002.1543	23.4243	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				72					Y	42	35						MB	031016
116520	502795.8919	481001.0456	23.4032	SC15	TR34	ZW	18		312		Clark - Bone Bed - 11/06/15	Y - A		Salix spp.	SA	N	ART		N		N				N	Ancient	bruising' to TR / thick end of wedge	H	5	Y	SP TR	0		Wedge shaped with triangular cross section. The thick end has been TR / 1 dir, almost x-cut	1	0	1	0	0	0	0	Tan	N			Y	Possible bruising to TR / thick end of wedge	Y	Utilised Debris	wedge	Possible splitting wedge	164	40	32	29	2	N								MB	031016
116521	502795.7663	481000.9987	23.3673	SC15	TR34	ZW	18		312		Clark - Bone Bed - 11/06/15	N				N	DEB		N		N				N	None		SH	4	Y	SP TR	0		Split away knot. 1 end / 1 dir. Split fades out at one end	1	0	1	0	0	0	0	Tan outer	N			N		N				165	56		30		N								MB	031016
116522	502796.0076	481001.4814	23.4275	SC15	TR34	ZW	18		312		Clark - Bone Bed - 12/06/15	N				N	DEB		N		N				N	Modern	ends degraded	SH	4	Y	SP	0			1	0	0	0	0	0	0	Rad	N			N		N				92	40		14		N								MB	031016
116523	502795.6868	481001.0179	23.0862	SC15	TR34	ZW	18		312		Clark - Bone Bed - 12/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	4	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				111	39		9		N								MB	031016
116524	502796.2682	481001.2999	23.3185	SC15	TR34	ZW	18		312		Clark - Bone Bed - 12/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				370					Y	29	25						MB	031016
116526	502795.75	481001.8426	23.4049	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	4	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		Y	Woodworking debris?			119	33		10		N								MB	041016
116527	502795.6477	481001.907	23.394	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	3	Y	SP	1	Rad?		1	0	0	0	0	0	0		N			N		N				95	46		1		N								MB	031016
116528	502795.8016	481002.1464	23.4613	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				60					Y	27	19						MB	031016
116529	502795.811	481002.3597	23.478	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	RW		N		N				N	Modern	ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				920					Y	34	15						MB	031016
116530	502795.6163	481001.7216	23.3392	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				390					Y	25	19						MB	031016
116531	502795.4537	481001.4456	23.4359	SC15	TR34	ZW	18		312		Clark - Bone Bed - 12/06/15	N				N	DEB		N		N				N	Modern	ends degraded	SH	3	Y	SP	0			1	0	0	0	0	0	0	Rad 1/8	N			N		N				148	50		31		N				100				MB	031016
116534	502795.5447	481001.3362	23.4079	SC15	TR34	ZW	18		312		Clark - Bone Bed - 12/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	4	N		0			0	0	0	0	0	0	0		Y	Charred through	One end	N		N				204					Y	35	24						MB	031016
116535	502796.2103	481001.6451	23.3807	SC15	TR34	ZW	11		312		Clark - 12/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		Y	Woodworking debris?			148	22		13		N								MB	031016
116536	502796.2043	481001.6433	23.3836	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	3	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		Y	Groove and split?			203	31		5		N								MB	031016
116537	502795.9933	481001.6967	23.4278	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	RW		N		N				N	Modern	ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				600					Y	28	26						MB	031016
116538	502796.1681	481001.6593	23.4076	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	4	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		Y	Groove and split?			210	28		6		N								MB	031016
116539	502795.6217	481001.4297	23.4285	SC15	TR34	ZW	18		312		Clark - Bone Bed - 12/06/15	N				N	RWDEB		N		N				N	Modern	ends degraded	SH	3	Y	SP	0			1	0	0	0	0	0	0	Rad 1/2	N			N		N				90	41		12		N								MB	031016
116540	502795.8439	481002.529	23.4778	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	4	Y	SP	1	Tan?	huge wood chip	1	0	0	0	0	0	0		N			N		N				189	81		7		N								MB	031016
116541	502795.6566	481001.4635	23.3928	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	DEB		N		N				N	Modern	ends degraded	H	3	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan outer	N			N		Y	Grove and split?			175	36		13		N								MB	031016
116542	502796.1041	481001.5665	23.4771	SC15	TR34	ZW	19		312		Clark - Bone Bed - 12/06/15	N				N	RW		N		N				N	Modern	end degraded	SH	3	N		0			0	0	0	0	0	0	0		Y	Charred through	One end	N		N				325					Y	56	50						MB	061016
